District,Category,Capacity,Nbhood,Latitude,Longitude,Care Category,Capacity Category,Bed Capacity,Desired Bed Capacity,Capacity Difference
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,40.99947645,28.87006962,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BEYOĞLU,Research Hospital,250.0,KATİPMUSTAFA ÇELEBİ,41.03319498,28.98328255,Research Care,High Capacity,146.86486486486487,25.000000000000004,-121.86486486486487
BAHÇELİEVLER,Clinic,,FEVZİ ÇAKMAK,41.00143829,28.83039616,Public Health Care,Low Capacity,6.395012468827931,19.585037406483792,13.190024937655862
ŞİŞLİ,Research Hospital,400.0,19 MAYIS,41.05756824,28.99027513,Research Care,High Capacity,146.86486486486487,0.0,-146.86486486486487
ŞİŞLİ,Policlinic Private,0.0,HARBİYE,41.05140203,28.99161426,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.006126,28.870902,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KAĞITHANE,Private Hospital,0.0,GÜRSEL,41.06539396,28.97209495,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
ŞİŞLİ,Policlinic Private,0.0,TEŞVİKİYE,41.053845,28.994237,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
ÜSKÜDAR,Private Hospital,91.0,KISIKLI,41.02453006,29.08368821,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
KÜÇÜKÇEKMECE,Policlinic Private,0.0,İNÖNÜ,41.02136272,28.79705432,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
TUZLA,Policlinic,0.0,MİMAR SİNAN,40.83693226,29.36088416,Public Health Care,Low Capacity,6.395012468827931,121.97506234413964,115.58004987531172
PENDİK,Red Crescent,,BATI,40.87927068,29.2247271,Public Health Care,,0.0,0.0,0.0
PENDİK,Red Crescent,,BATI,40.87986851,29.22527185,Public Health Care,,0.0,0.0,0.0
BAŞAKŞEHİR,Public Hospital,100.0,BAŞAK,41.11838873,28.80884779,Public Health Care,High Capacity,477.0976744186046,169.40000000000006,-307.6976744186045
BEŞİKTAŞ,Private Hospital,159.0,ORTAKÖY,41.0609142,29.02852928,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
GAZİOSMANPAŞA,Emergency Station,3.0,YENİDOĞAN,41.07405387,28.94085721,Emergency Care,Emergency Location,,0.0,
SARIYER,Public Hospital,,KAZIM KARABEKİR PAŞA,41.15761912,29.02738572,Public Health Care,High Capacity,477.0976744186046,0.0,-477.0976744186046
KAĞITHANE,Policlinic Private,0.0,GÜRSEL,41.06535203,28.97193856,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
KARTAL,Policlinic,,CEVİZLİ,40.91666922,29.17192413,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ÇEKMEKÖY,Clinic,,MEHMET AKİF,41.01745735,29.1913223,Public Health Care,Low Capacity,6.395012468827931,39.59002493765586,33.19501246882793
BEYKOZ,Emergency Station,3.0,ORTAÇEŞME,41.14613557,29.08637997,Emergency Care,Emergency Location,,0.0,
BÜYÜKÇEKMECE,Private Hospital,58.0,FATİH,41.02161342,28.58600556,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
SARIYER,Clinic,,CUMHURİYET,41.1466021,29.03553184,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
SARIYER,Policlinic,0.0,AYAZAĞA,41.12048671,29.00032489,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ÇATALCA,Clinic,,FERHATPAŞA,41.1426599,28.45987797,Public Health Care,Low Capacity,6.395012468827931,2.5,-3.8950124688279306
ARNAVUTKÖY,Private Hospital,34.0,ARNAVUTKÖY MERKEZ,41.18171369,28.74422809,Private Health Care,Medium Capacity,59.51555555555555,3.4000000000000004,-56.11555555555555
ÜSKÜDAR,Public Hospital,50.0,ALTUNİZADE,41.01187695,29.04089688,Public Health Care,High Capacity,477.0976744186046,0.0,-477.0976744186046
KÜÇÜKÇEKMECE,Private Hospital,32.0,YENİ MAHALLE,40.9996729,28.78040939,Private Health Care,Medium Capacity,59.51555555555555,7.35,-52.16555555555555
GÜNGÖREN,Private Hospital,60.0,MAREŞAL ÇAKMAK,41.02093131,28.86672196,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAYRAMPAŞA,Clinic,,İSMET PAŞA,41.04160165,28.90379388,Public Health Care,Low Capacity,6.395012468827931,5.800000000000001,-0.5950124688279299
KAĞITHANE,Clinic,,TELSİZLER,41.078744,28.998369,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ÇATALCA,Clinic,,FERHATPAŞA,41.14213489,28.46213878,Public Health Care,Low Capacity,6.395012468827931,7.499999999999999,1.1049875311720685
BAĞCILAR,Clinic,,15 TEMMUZ,41.0410652,28.81988045,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KÜÇÜKÇEKMECE,Private Hospital,235.0,HALKALI MERKEZ,41.03500939,28.77886368,Private Health Care,Medium Capacity,59.51555555555555,245.35,185.83444444444444
MALTEPE,Research Hospital,503.0,BAŞIBÜYÜK,40.95035884,29.14056495,Research Care,High Capacity,146.86486486486487,75.94999999999999,-70.91486486486488
SARIYER,Policlinic,0.0,SARIYER MERKEZ,41.16946163,29.0558697,Public Health Care,Low Capacity,6.395012468827931,0.2,-6.19501246882793
KARTAL,Policlinic Private,0.0,HÜRRİYET,40.90250831,29.22997783,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
KARTAL,Research Hospital,678.0,CEVİZLİ,40.91635888,29.17304383,Research Care,High Capacity,146.86486486486487,0.0,-146.86486486486487
ÇEKMEKÖY,Public Hospital,0.0,EKŞİOĞLU,41.03679239,29.23529207,Public Health Care,High Capacity,477.0976744186046,0.0,-477.0976744186046
AVCILAR,Private Hospital,63.0,MERKEZ,40.98131335,28.72116121,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
GÜNGÖREN,Clinic,,ABDURRAHMAN NAFİZ GÜRMAN,41.0052307,28.89155694,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
SARIYER,Private Hospital,138.0,DARÜŞŞAFAKA,41.12717838,29.02453925,Private Health Care,Medium Capacity,59.51555555555555,0.05,-59.465555555555554
SARIYER,Clinic,,CUMHURİYET,41.14288332,29.03078827,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
TUZLA,Private Hospital,29.0,YAYLA,40.82599027,29.31033747,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
GÜNGÖREN,Emergency Station,3.0,MERKEZ,41.02379167,28.86961435,Emergency Care,Emergency Location,,0.0,
MALTEPE,Policlinic,0.0,FEYZULLAH,40.93329636,29.12401763,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00409252,28.86740159,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ESENYURT,Red Crescent,,SULTANİYE,41.03217857,28.68294808,Public Health Care,,0.0,0.0,0.0
ÜMRANİYE,Private Hospital,35.0,İSTİKLAL,41.02406254,29.10429517,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
ŞİŞLİ,Policlinic Private,0.0,19 MAYIS,41.05880616,28.98730631,Private Health Care,Low Capacity,40.27368421052631,87.49999999999999,47.226315789473674
BAKIRKÖY,Policlinic Private,3.0,YEŞİLYURT,40.96281723,28.84054954,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
BAKIRKÖY,Public Hospital,34.0,ZUHURATBABA,40.9895308,28.85894896,Public Health Care,High Capacity,477.0976744186046,307.5,-169.59767441860458
BAĞCILAR,Clinic,,ÇINAR,41.03513382,28.85883392,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
PENDİK,Private Hospital,39.0,DOĞU,40.88360764,29.2444078,Private Health Care,Medium Capacity,59.51555555555555,95.26162926018286,35.74607370462731
BAKIRKÖY,Research Hospital,1391.0,ZUHURATBABA,40.9908917,28.86437968,Research Care,High Capacity,146.86486486486487,0.0,-146.86486486486487
BEYKOZ,Private Hospital,103.0,RÜZGARLIBAHÇE,41.09414911,29.10139272,Private Health Care,Medium Capacity,59.51555555555555,0.2,-59.31555555555555
SARIYER,Clinic,,SARIYER MERKEZ,41.16638488,29.05669279,Public Health Care,Low Capacity,6.395012468827931,0.2,-6.19501246882793
BAHÇELİEVLER,Policlinic Private,0.0,BAHÇELİEVLER,41.00568615,28.87117543,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
AVCILAR,Private Hospital,165.0,ÜNİVERSİTE,40.99482765,28.70955669,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAĞCILAR,Clinic,,YAVUZ SELİM,41.04277835,28.84781845,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
PENDİK,Private Hospital,52.0,BAHÇELİEVLER,40.88307201,29.23615901,Private Health Care,Medium Capacity,59.51555555555555,30.000000000000004,-29.515555555555547
BÜYÜKÇEKMECE,Public Hospital,0.0,PINARTEPE,40.9964988,28.60764565,Public Health Care,High Capacity,477.0976744186046,0.0,-477.0976744186046
KARTAL,Red Crescent,,ORHANTEPE,40.9056507,29.16066856,Public Health Care,,0.0,0.0,0.0
BAĞCILAR,Emergency Station,3.0,BARBAROS,41.02438769,28.84080808,Emergency Care,Emergency Location,,0.0,
BAHÇELİEVLER,Clinic,,ZAFER,40.99859897,28.83469909,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BEŞİKTAŞ,Private Hospital,18.0,MURADİYE,41.04875383,29.00038338,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00107342,28.868507,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAĞCILAR,Policlinic,0.0,BARBAROS,41.02515369,28.84088894,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
SARIYER,Clinic,,TARABYA,41.13692304,29.05254155,Public Health Care,Low Capacity,6.395012468827931,0.8,-5.595012468827931
SARIYER,Public Hospital,134.0,İSTİNYE,41.11493758,29.05572863,Public Health Care,High Capacity,477.0976744186046,0.0,-477.0976744186046
SARIYER,Clinic,,SARIYER MERKEZ,41.16688858,29.05697512,Public Health Care,Low Capacity,6.395012468827931,0.4,-5.99501246882793
KARTAL,Policlinic,105.0,ESENTEPE,40.90154114,29.20360359,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ÇATALCA,Red Crescent,,KALEİÇİ,41.14289956,28.45852504,Public Health Care,,0.0,0.0,0.0
SARIYER,Clinic,,BAHÇEKÖY MERKEZ,41.17868044,28.99213602,Public Health Care,Low Capacity,6.395012468827931,52.50000000000001,46.10498753117208
ZEYTİNBURNU,Private Hospital,121.0,KAZLIÇEŞME,40.99369204,28.91505569,Private Health Care,Medium Capacity,59.51555555555555,4.4,-55.11555555555555
BAHÇELİEVLER,Private Hospital,242.0,BAHÇELİEVLER,40.99578042,28.8632008,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00622717,28.87095724,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KÜÇÜKÇEKMECE,Clinic,,GÜLTEPE,40.99494059,28.7911806,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAYRAMPAŞA,Emergency Station,3.0,YENİDOĞAN,41.04780892,28.91341063,Emergency Care,Emergency Location,,0.0,
ŞİŞLİ,Private Hospital,219.0,İZZET PAŞA,41.06968836,28.9841035,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.001651,28.863473,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BEŞİKTAŞ,Private Hospital,12.0,NİSBETİYE,41.07242234,29.01847813,Private Health Care,Medium Capacity,59.51555555555555,22.4,-37.11555555555555
BEŞİKTAŞ,Policlinic Private,0.0,LEVENT,41.08589816,29.01851814,Private Health Care,Low Capacity,40.27368421052631,89.94999999999999,49.676315789473676
KARTAL,Public Hospital,256.0,YUKARI,40.88830218,29.18223191,Public Health Care,High Capacity,477.0976744186046,0.0,-477.0976744186046
BEYKOZ,Policlinic,0.0,TOKATKÖY,41.15386858,29.09360306,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
SULTANBEYLİ,Private Hospital,47.0,MEHMET AKİF,40.9668371,29.26943642,Private Health Care,Medium Capacity,59.51555555555555,67.7,8.184444444444452
EYÜPSULTAN,Policlinic,0.0,MİTHATPAŞA,41.15889837,28.91133953,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ŞİŞLİ,Clinic,,DUATEPE,41.05268956,28.98396409,Public Health Care,Low Capacity,6.395012468827931,44.76508728179551,38.37007481296758
BAŞAKŞEHİR,Clinic,,BAHÇEŞEHİR 1. KISIM,41.0635854,28.68633237,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
PENDİK,Private Hospital,123.0,DOĞU,40.88287913,29.24556404,Private Health Care,Medium Capacity,59.51555555555555,41.6,-17.91555555555555
BAĞCILAR,Clinic,,100. YIL,41.059866,28.854629,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
SARIYER,Clinic,,SARIYER MERKEZ,41.16951431,29.05823664,Public Health Care,Low Capacity,6.395012468827931,0.7,-5.69501246882793
SARIYER,Clinic,,TARABYA,41.1374862,29.05320827,Public Health Care,Low Capacity,6.395012468827931,1.85,-4.545012468827931
ŞİŞLİ,Private Hospital,150.0,19 MAYIS,41.0624336,28.99012097,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
KARTAL,Policlinic,105.0,YUKARI,40.88805637,29.1827592,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ÜSKÜDAR,Emergency Station,3.0,BEYLERBEYİ,41.03891743,29.04059869,Emergency Care,Emergency Location,,0.0,
KADIKÖY,Private Hospital,,HASANPAŞA,40.99516758,29.04309179,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAHÇELİEVLER,Clinic,,HÜRRİYET,40.99624691,28.84262905,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KAĞITHANE,Emergency Station,0.0,SULTAN SELİM,41.09227852,29.00122703,Emergency Care,Emergency Location,,0.0,
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00506159,28.87098167,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
SARIYER,Research Hospital,131.0,BALTALİMANI,41.09584048,29.05385494,Research Care,High Capacity,146.86486486486487,49.35,-97.51486486486488
FATİH,Policlinic,,TOPKAPI,41.0154224,28.93450394,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KADIKÖY,Policlinic Private,0.0,EĞİTİM,40.98694582,29.04680728,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
SARIYER,Clinic,,AYAZAĞA,41.11601174,29.00031034,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00186667,28.87051698,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,ŞİRİNEVLER,40.99486043,28.84685587,Public Health Care,Low Capacity,6.395012468827931,6.395012468827931,0.0
BEŞİKTAŞ,Policlinic Private,0.0,LEVENT,41.07890127,29.02118811,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
BEŞİKTAŞ,Clinic,,AKAT,41.078918,29.02571553,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
GÜNGÖREN,Private Hospital,36.0,HAZNEDAR,41.01070182,28.86724425,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
ŞİLE,Emergency Station,0.0,AĞVA MERKEZ,41.138113,29.85503723,Emergency Care,Emergency Location,,0.0,
BEŞİKTAŞ,Private Hospital,88.0,DİKİLİTAŞ,41.05576859,28.99975835,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BEYLİKDÜZÜ,Emergency Station,3.0,ADNAN KAHVECİ,41.00418876,28.62928941,Emergency Care,Emergency Location,,0.0,
BEYLİKDÜZÜ,Private Hospital,186.0,BÜYÜKŞEHİR,41.01278891,28.64541485,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
SARIYER,Clinic,,SARIYER MERKEZ,41.16821119,29.05703612,Public Health Care,Low Capacity,6.395012468827931,0.25,-6.145012468827931
ADALAR,Emergency Station,3.0,HEYBELİADA,40.87712196,29.09890097,Emergency Care,Emergency Location,,0.0,
SARIYER,Clinic,,SARIYER MERKEZ,41.16968134,29.05480284,Public Health Care,Low Capacity,6.395012468827931,0.6,-5.795012468827931
ÜSKÜDAR,Red Crescent,,AHMEDİYE,41.02045762,29.01531357,Public Health Care,,0.0,0.0,0.0
ŞİŞLİ,Clinic,,MEŞRUTİYET,41.05451759,28.99314317,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KADIKÖY,Policlinic Private,0.0,OSMANAĞA,40.98854814,29.0281077,Private Health Care,Low Capacity,40.27368421052631,0.7,-39.57368421052631
GAZİOSMANPAŞA,Private Hospital,37.0,YENİ MAHALLE,41.07156352,28.901166,Private Health Care,Medium Capacity,59.51555555555555,10.85,-48.66555555555555
BEŞİKTAŞ,Clinic,,KONAKLAR,41.08639798,29.00836852,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ESENLER,Clinic,,KAZIM KARABEKİR,41.04415017,28.87893409,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BEYKOZ,Emergency Station,3.0,İNCİRKÖY,41.11442884,29.11028474,Emergency Care,Emergency Location,,0.0,
ÇEKMEKÖY,Policlinic Private,0.0,MİMAR SİNAN,41.03062903,29.17295964,Private Health Care,Low Capacity,40.27368421052631,64.8,24.526315789473685
GAZİOSMANPAŞA,Emergency Station,3.0,HÜRRİYET,41.06901414,28.9000662,Emergency Care,Emergency Location,,0.0,
BEŞİKTAŞ,Clinic,,NİSBETİYE,41.07505201,29.01806307,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ZEYTİNBURNU,Private Hospital,0.0,TELSİZ,40.99977926,28.91576698,Private Health Care,Medium Capacity,59.51555555555555,1.75,-57.76555555555555
GAZİOSMANPAŞA,Clinic,,MEVLANA,41.08515069,28.91273231,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
GAZİOSMANPAŞA,Policlinic,0.0,SARIGÖL,41.05783234,28.91784126,Public Health Care,Low Capacity,6.395012468827931,15.89002493765586,9.49501246882793
EYÜPSULTAN,Private Hospital,57.0,ALİBEYKÖY,41.07751495,28.94724182,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
ŞİŞLİ,Clinic,,FULYA,41.06372889,28.99735612,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KADIKÖY,Policlinic,0.0,19 MAYIS,40.97470753,29.08846213,Public Health Care,Low Capacity,6.395012468827931,0.9,-5.49501246882793
BAĞCILAR,Clinic,,100. YIL,41.06133166,28.85474957,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Emergency Station,3.0,CERRAHPAŞA,41.002985,28.937675,Emergency Care,Emergency Location,,0.0,
KARTAL,Private Hospital,58.0,PETROL İŞ,40.89068011,29.17775669,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAKIRKÖY,Private Hospital,45.0,ZUHURATBABA,40.98935281,28.86983123,Private Health Care,Medium Capacity,59.51555555555555,43.00000000000001,-16.515555555555544
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00173,28.870344,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAŞAKŞEHİR,Policlinic,0.0,GÜVERCİNTEPE,41.07348146,28.74800891,Public Health Care,Low Capacity,6.395012468827931,33.18298464154595,26.78797217271802
ESENLER,Private Hospital,51.0,MENDERES,41.04379442,28.87955747,Private Health Care,Medium Capacity,59.51555555555555,5.25,-54.26555555555555
ÜMRANİYE,Private Hospital,,IHLAMURKUYU,41.01819293,29.13359613,Private Health Care,Medium Capacity,59.51555555555555,0.6000000000000001,-58.91555555555555
ŞİŞLİ,Policlinic Private,0.0,HARBİYE,41.04693907,28.99424816,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
KAĞITHANE,Clinic,,ORTABAYIR,41.07898292,29.00440246,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ESENLER,Clinic,,NİNE HATUN,41.03357502,28.88282941,Public Health Care,Low Capacity,6.395012468827931,54.99501246882793,48.6
BAHÇELİEVLER,Clinic,,HÜRRİYET,40.99536072,28.84264246,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ŞİŞLİ,Policlinic Private,0.0,FULYA,41.06393674,28.99714467,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
EYÜPSULTAN,Clinic,,MİMAR SİNAN,41.15917068,28.91451134,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KARTAL,Emergency Station,3.0,CEVİZLİ,40.914129,29.177936,Emergency Care,Emergency Location,,0.0,
GAZİOSMANPAŞA,Private Hospital,52.0,KARADENİZ,41.07555555,28.88259898,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAĞCILAR,Clinic,,KİRAZLI,41.03225122,28.84743154,Public Health Care,Low Capacity,6.395012468827931,6.395012468827931,0.0
KAĞITHANE,Private Hospital,36.0,TELSİZLER,41.07868264,28.99859031,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
PENDİK,Policlinic,0.0,KAYNARCA,40.87333697,29.25321812,Public Health Care,Low Capacity,6.395012468827931,10.4,4.00498753117207
ÜSKÜDAR,Policlinic,0.0,ALTUNİZADE,41.02253565,29.04496654,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,FEVZİ ÇAKMAK,41.00054969,28.83414144,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00374184,28.87089819,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,ŞİRİNEVLER,41.00205365,28.8423226,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAĞCILAR,Clinic,,MERKEZ,41.030054,28.86953863,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
SARIYER,Clinic,,SARIYER MERKEZ,41.16874853,29.05696101,Public Health Care,Low Capacity,6.395012468827931,0.05,-6.345012468827931
ŞİŞLİ,Private Hospital,262.0,TEŞVİKİYE,41.05334339,28.99523862,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
KAĞITHANE,Policlinic Private,0.0,HÜRRİYET,41.071783,28.980605,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
ZEYTİNBURNU,Policlinic,0.0,MALTEPE,41.02994791,28.91404932,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ŞİŞLİ,Policlinic Private,0.0,MERKEZ,41.06275995,28.9889148,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
BEŞİKTAŞ,Clinic,,NİSBETİYE,41.07508316,29.01811903,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAKIRKÖY,Private Hospital,99.0,YEŞİLKÖY,40.95914368,28.8350914,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAHÇELİEVLER,Private Hospital,55.0,ÇOBANÇEŞME,40.99934102,28.83026759,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
KADIKÖY,Private Hospital,106.0,ACIBADEM,41.00732223,29.04299874,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
KAĞITHANE,Policlinic Private,0.0,TELSİZLER,41.07883975,29.00041337,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
ATAŞEHİR,Private Hospital,118.0,İÇERENKÖY,40.96702002,29.11042636,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00660497,28.87182925,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAĞCILAR,Emergency Station,3.0,YENİGÜN,41.02184657,28.85953227,Emergency Care,Emergency Location,,0.0,
GAZİOSMANPAŞA,Emergency Station,3.0,YENİDOĞAN,41.058027,28.925458,Emergency Care,Emergency Location,,0.0,
BEŞİKTAŞ,Policlinic Private,0.0,BALMUMCU,41.06085928,29.01149135,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
KARTAL,Policlinic Private,0.0,ORTA,40.91456475,29.20210454,Private Health Care,Low Capacity,40.27368421052631,115.5,75.22631578947369
PENDİK,Private Hospital,215.0,ÇAMLIK,40.92420354,29.28942586,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAĞCILAR,Clinic,,DEMİRKAPI,41.0466585,28.84596688,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ÜSKÜDAR,Policlinic Private,0.0,ALTUNİZADE,41.02342207,29.04336284,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
GÜNGÖREN,Clinic,,ABDURRAHMAN NAFİZ GÜRMAN,41.00748342,28.8874672,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
GÜNGÖREN,Clinic,,MEHMET NESİH ÖZMEN,41.0147122,28.89071334,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Policlinic Private,0.0,BAHÇELİEVLER,41.0025663,28.8639004,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
GÜNGÖREN,Private Hospital,102.0,GÜNEŞTEPE,41.02691493,28.87180482,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00216726,28.86337224,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BEŞİKTAŞ,Policlinic Private,0.0,KONAKLAR,41.08607121,29.01134024,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
BEŞİKTAŞ,Policlinic Private,0.0,LEVENT,41.08483646,29.01321899,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
ŞİŞLİ,Policlinic,,KAPTANPAŞA,41.06594205,28.97544566,Public Health Care,Low Capacity,6.395012468827931,44.76508728179551,38.37007481296758
SARIYER,Clinic,,BAHÇEKÖY MERKEZ,41.179483,28.9916,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,FEVZİ ÇAKMAK,40.99865945,28.83431654,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
AVCILAR,Clinic,,MERKEZ,40.97780207,28.72303059,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,40.99916907,28.87368936,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
